date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:51	76492/76492	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Aug%202024%2011:49:26%20GMT	https://pixydrops.com/linoorhtml/index-13.html	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/index-13.html	(from )
15:16:52	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-652d59d8-b36d9866d6282000;gz%22	https://pixydrops.com/robots.txt		(from )
15:16:53	331/331	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/reey-font.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/reey-font.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:54	155637/155637	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/bootstrap.min.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/bootstrap.min.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:55	74398/74398	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/fontawesome-all.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/fontawesome-all.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:56	4938/4938	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/owl.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/owl.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:57	15254/15254	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/flaticon.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/flaticon.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:58	1635/1635	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/linoor-icons-2.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/linoor-icons-2.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:58	2319/2319	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:49:26%20GMT	https://pixydrops.com/linoorhtml/css/linoor-icons-3.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/linoor-icons-3.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:59	79169/79169	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/animate.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/animate.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:16:59	1895/1895	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:49:26%20GMT	https://pixydrops.com/linoorhtml/css/slick.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/slick.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:00	37262/37262	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/jquery-ui.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/jquery-ui.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:01	13735/13735	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/jquery.fancybox.min.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:01	132601/132601	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/hover.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/hover.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:02	335/335	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/jarallax.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/jarallax.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:03	13689/13689	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/swiper.min.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/swiper.min.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:03	4387/4387	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/custom-animate.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/custom-animate.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:03	666224/666224	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:49:26%20GMT	https://pixydrops.com/linoorhtml/css/style.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/style.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:04	9388/9388	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:49:26%20GMT	https://pixydrops.com/linoorhtml/css/rtl.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/rtl.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:05	35925/35925	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/css/responsive.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/responsive.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:06	86/86	---M--	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:49:26%20GMT	https://pixydrops.com/linoorhtml/css/variables/index-13.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/variables/index-13.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:07	576/576	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2017:34:32%20GMT	https://pixydrops.com/linoorhtml/css/colors/color-16.css	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/css/colors/color-16.css	(from https://pixydrops.com/linoorhtml/index-13.html)
15:17:08	2414/2414	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Aug%202024%2011:46:20%20GMT	https://pixydrops.com/linoorhtml/images/favicon.png	C:/My%20Web%20Sites/odoomastery/pixydrops.com/linoorhtml/images/favicon.png	(from https://pixydrops.com/linoorhtml/index-13.html)
